Lifetime,Time
1080,1602416383.77
620,1602416704.33
1900,1602417011.09
500,1602417383.28
6740,1602418968.77
240,1602419139.16
1500,1602419836.84
1480,1602420695.71
4500,1602420940.96
580,1602420997.46
7800,1602421490.13
460,1602422814.95
1920,1602423790.34
2620,1602424059.46
2360,1602425808.93
480,1602426250.47
1120,1602427147.86
1780,1602428011.56
1000,1602428114.78
280,1602428422.92
200,1602428759.31
3000,1602428843.91
1380,1602430160.94
380,1602431195.87
4720,1602431349.42
820,1602431435.34
4080,1602431684.61
3340,1602432696.98
380,1602433763.95
5040,1602433817.23
2960,1602435334.92
1060,1602435399.48
140,1602436799.95
4840,1602436815.22
1320,1602436844.51
7220,1602438624.66
200,1602439167.16
220,1602440173.8
1100,1602440455.38
780,1602440977.49
2560,1602441149.31
3920,1602441306.92
5140,1602442494.05
60,1602443054.04
780,1602443343.41
1280,1602443348.23
240,1602443590.27
1740,1602445064.35
1020,1602445487.88
2000,1602447776.08
440,1602447850.26
1240,1602448063.21
2620,1602449177.62
60,1602450218.77
16400,1602450218.77
240,1602450218.77
4460,1602450218.77
940,1602450218.77
40,1602450218.77
7400,1602450218.77
5880,1602450218.77
1100,1602450218.77
4420,1602450218.77
5180,1602450218.77
3400,1602450218.77
4220,1602450218.77
1060,1602450218.77
80,1602450218.77
5800,1602450218.77
3880,1602450218.77
100,1602450218.77
2440,1602450218.77
1600,1602450218.77
120,1602450218.77
2060,1602450218.77
2700,1602450218.77
2660,1602450218.77
5540,1602450218.77
2300,1602450218.77
1320,1602450218.77
160,1602450218.77
820,1602450218.77
1480,1602450218.77
2780,1602450218.77
960,1602450218.77
140,1602450218.77
13160,1602450218.77
1760,1602450218.77
600,1602450218.77
4980,1602450218.77
1960,1602450218.77
3260,1602450218.77
260,1602450218.77
4600,1602450218.77
2040,1602450218.77
14740,1602450218.77
4580,1602450218.77
11040,1602450218.77
11280,1602450218.77
2880,1602450218.77
6140,1602450218.77
2140,1602450218.77
7280,1602450218.77
4100,1602450218.77
10400,1602450218.77
5760,1602450218.77
3560,1602450218.77
5260,1602450218.77
2100,1602450218.77
6240,1602450218.77
3020,1602450218.77
1080,1602450218.77
3140,1602450218.77
4160,1602450218.77
5160,1602450218.77
6180,1602450218.77
2080,1602450218.77
380,1602450218.77
2200,1602450218.77
2420,1602450218.77
3320,1602450218.77
4440,1602450218.77
3980,1602450218.77
640,1602450218.77
1920,1602450218.77
1880,1602450218.77
16080,1602450218.77
17700,1602450218.77
760,1602450218.77
360,1602450218.77
12280,1602450218.77
200,1602450218.77
18660,1602450218.77
15100,1602450218.77
920,1602450218.77
7160,1602450218.77
520,1602450218.77
2120,1602450218.77
300,1602450218.77
2380,1602450218.77
900,1602450218.77
4340,1602450218.77
7100,1602450218.77
2860,1602450218.77
1220,1602450218.77
60,1602450218.78
2000,1602450218.78
2380,1602450218.78
200,1602450218.78
7080,1602450218.78
1660,1602450218.78
3480,1602450218.78
1960,1602450218.78
360,1602450218.78
1720,1602450218.78
5840,1602450218.78
9940,1602450218.78
240,1602450218.78
10180,1602450218.78
3080,1602450218.78
7560,1602450218.78
120,1602450218.78
3780,1602450218.78
3760,1602450218.78
80,1602450218.78
2440,1602450218.78
980,1602450218.78
1620,1602450218.78
3180,1602450218.78
3600,1602450218.78
4660,1602450218.78
440,1602450218.78
1440,1602450218.78
340,1602450218.78
3040,1602450218.78
160,1602450218.78
3020,1602450218.78
180,1602450218.78
9440,1602450218.78
220,1602450218.78
1220,1602450218.78
2700,1602450218.78
4100,1602450218.78
3060,1602450218.78
2680,1602450218.78
420,1602450628.38
2120,1602450657.16
1380,1602451788.24
2940,1602452556.09
500,1602453975.91
1600,1602453995.32
1760,1602454492.7
200,1602454815.79
2000,1602455297.35
300,1602455493.57
7900,1602456716.85
1140,1602456807.22
780,1602457148.8
3600,1602459779.94
1760,1602460049.58
480,1602460219.07
400,1602460314.18
2720,1602461765.54
960,1602462711.12
80,1602462835.1
7000,1602463832.52
360,1602464298.76
940,1602464343.51
1980,1602464613.22
1740,1602464656.29
3080,1602464704.18
5020,1602466457.31
3600,1602467254.12
2400,1602467311.78
2800,1602467462.56
2420,1602467846.37
5820,1602469008.57
80,1602469182.7
4280,1602469803.89
180,1602470752.36
3120,1602472302.19
2600,1602472458.63
4440,1602475731.92
2960,1602475903.3
3420,1602477888.9
3440,1602478323.45
2680,1602480064.92
100,1602480128.55
640,1602480410.64
840,1602480748.32
1520,1602484636.72
1560,1602484675.99
5020,1602484689.65
360,1602484895.34
3340,1602485482.38
2340,1602485498.47
520,1602485813.42
1660,1602487003.93
80,1602487326.86
180,1602489511.39
9100,1602491305.15
160,1602495149.55
2420,1602495900.67
1540,1602496677.34
960,1602497426.14
3400,1602497591.28
200,1602498218.87
760,1602498264.2
1120,1602498599.58
5200,1602498791.76
3780,1602498857.4
840,1602500702.45
2200,1602501048.62
220,1602501435.91
860,1602502664.9
600,1602503679.91
360,1602503995.89
3260,1602505120.85
2900,1602505452.6
3720,1602505577.71
820,1602506457.55
3380,1602507940.1
2960,1602508161.63
2200,1602508225.11
200,1602508355.69
1460,1602509416.53
600,1602510209.79
900,1602510762.99
5340,1602511025.03
2480,1602511438.39
300,1602512508.78
1120,1602512700.65
4940,1602514214.78
800,1602514946.33
160,1602515185.35
1280,1602517317.63
500,1602517746.05
6780,1602518073.16
140,1602518170.3
400,1602519219.76
460,1602519293.97
880,1602519330.12
1260,1602519813.55
6760,1602519881.86
640,1602520514.04
220,1602523129.42
460,1602523314.66
260,1602523363.65
1140,1602523381.23
200,1602524212.43
1660,1602525147.83
100,1602525420.65
2320,1602527441.37
2660,1602529283.13
1340,1602529637.48
2480,1602529684.52
1120,1602529848.99
1420,1602530831.43
1540,1602531816.47
180,1602531824.42
11560,1602532005.84
80,1602534586.0
1700,1602534910.88
660,1602535119.44
340,1602535303.01
1180,1602535502.99
2020,1602536120.65
1160,1602536558.69
80,1602537570.21
840,1602537648.05
1720,1602538971.8
680,1602539000.01
1720,1602539419.72
5420,1602540868.59
1220,1602541411.6
4180,1602541620.19
880,1602542135.03
320,1602542225.72
680,1602542316.74
740,1602543717.26
3380,1602543946.14
2620,1602544330.5
1760,1602544505.42
2080,1602544971.93
1200,1602545419.92
600,1602545436.26
240,1602546270.05
3700,1602547521.07
1140,1602548228.54
8160,1602549558.51
2420,1602551575.63
1680,1602552713.66
6660,1602552767.72
7920,1602554347.64
1660,1602554414.25
1680,1602555986.46
360,1602558379.13
280,1602559182.26
500,1602561390.09
1240,1602561622.09
1480,1602562945.02
2060,1602563648.83
400,1602564441.35
1260,1602564882.11
2480,1602565692.27
620,1602565772.26
4960,1602565904.68
800,1602566696.71
140,1602569386.49
1600,1602571531.74
80,1602572147.08
620,1602572263.9
500,1602572791.49
2400,1602573131.5
2360,1602573131.5
2740,1602574236.83
2080,1602574765.3
4760,1602575627.71
140,1602575886.98
300,1602576149.67
8340,1602577054.31
960,1602577815.18
1640,1602578036.31
640,1602578657.02
1700,1602580437.98
180,1602580466.72
1120,1602580729.69
1340,1602580860.47
140,1602581538.94
760,1602581604.29
760,1602582005.16
1980,1602582005.16
2440,1602582728.0
2260,1602582887.78
720,1602583364.43
120,1602584410.58
3220,1602584475.58
100,1602585036.6
5760,1602585789.72
2880,1602585799.81
3520,1602586475.49
500,1602586592.78
840,1602587502.17
1600,1602587651.56
5320,1602588768.09
2180,1602588967.46
240,1602589142.11
7680,1602589160.83
4800,1602591364.84
2200,1602591553.07
700,1602591842.2
7480,1602592533.33
3380,1602592608.92
720,1602592880.35
1580,1602593244.52
2620,1602593679.06
1680,1602593948.81
2380,1602594071.55
4340,1602594119.61
740,1602594419.71
260,1602594865.72
200,1602595493.6
2240,1602595534.56
860,1602596604.54
220,1602596930.2
760,1602597579.65
1080,1602598068.3
3880,1602598101.5
1000,1602598669.98
1420,1602599514.18
1100,1602600131.53
320,1602600219.5
680,1602600357.6
100,1602601231.72
2280,1602602486.07
640,1602602576.33
4280,1602603912.77
3560,1602605024.64
240,1602605400.97
4220,1602605524.12
1720,1602606814.46
2320,1602607444.36
4840,1602607842.72
2400,1602608671.55
4180,1602610067.09
680,1602610266.8
160,1602611408.4
660,1602611892.67
40,1602612957.44
60,1602613174.68
40,1602613174.68
80,1602613174.68
10400,1602613346.17
1780,1602614063.52
660,1602614423.11
2060,1602614658.75
1160,1602614949.51
1720,1602615698.2
280,1602620511.96
460,1602621052.55
10240,1602621777.24
1620,1602621855.91
140,1602622665.16
1540,1602622748.09
1960,1602622923.5
980,1602623411.14
220,1602624280.23
1080,1602625020.4
400,1602626233.08
400,1602626523.94
340,1602627878.88
600,1602627931.58
1760,1602628326.56
13520,1602628771.03
9360,1602629061.42
1060,1602630858.37
580,1602632612.65
4120,1602632668.12
1960,1602634846.1
380,1602634952.56
1380,1602636072.13
3460,1602636996.67
3220,1602637128.92
220,1602637768.81
1020,1602637890.12
1380,1602638391.85
200,1602638976.35
800,1602639810.56
480,1602640518.74
2260,1602640719.42
2780,1602642169.03
5300,1602642737.68
100,1602643489.15
2420,1602643849.55
3220,1602644509.78
60,1602646484.29
2100,1602647268.65
1700,1602648361.93
740,1602648782.57
2480,1602650615.05
3560,1602651190.61
280,1602652203.26
160,1602654733.07
2680,1602655798.71
2420,1602657150.99
1660,1602657395.05
920,1602657563.15
5620,1602658016.37
2140,1602658091.03
280,1602658748.5
1060,1602659488.16
8900,1602659544.86
3780,1602659792.18
4420,1602659915.37
2140,1602661767.48
6100,1602661775.01
2700,1602662482.7
7580,1602664157.03
3760,1602664474.17
940,1602664825.41
1260,1602665517.84
540,1602666725.97
1060,1602666927.22
2200,1602670195.1
1280,1602671054.95
2220,1602671293.84
2120,1602673678.37
2060,1602674315.94
14880,1602674794.09
400,1602676727.97
7380,1602677786.13
5480,1602677939.01
1660,1602679139.52
4560,1602680518.57
1640,1602681256.99
940,1602681707.25
3560,1602683297.78
2140,1602685262.49
4660,1602685890.94
1400,1602686100.5
260,1602688147.58
4320,1602688535.71
2360,1602689426.59
760,1602690493.99
3940,1602690501.48
80,1602691163.65
400,1602691266.87
3800,1602691497.24
2460,1602693722.43
1180,1602693740.35
5320,1602693967.26
1920,1602694485.19
16740,1602698245.34
60,1602698799.8
60,1602699253.52
1460,1602699348.51
880,1602700631.0
1240,1602704261.07
2240,1602705402.3
200,1602705892.45
900,1602706145.31
1240,1602706480.81
1220,1602707313.25
2140,1602708268.39
200,1602709066.06
100,1602709711.58
1580,1602711220.96
400,1602713939.26
6640,1602714082.62
400,1602714279.45
680,1602715785.58
1500,1602716036.36
1620,1602716192.49
1380,1602716825.98
2900,1602716890.81
40,1602718133.11
80,1602718133.11
60,1602718133.11
60,1602718243.03
60,1602718274.28
460,1602718317.16
1500,1602719404.11
760,1602720330.19
820,1602720498.61
540,1602720845.86
5220,1602721015.87
1740,1602721333.45
4060,1602723090.34
1440,1602723369.67
1300,1602724709.13
800,1602725300.53
3700,1602725400.26
2420,1602725643.5
1720,1602726518.51
1500,1602728287.51
1840,1602729877.16
600,1602730289.12
2520,1602730954.84
5920,1602731018.29
120,1602731083.51
600,1602731510.87
280,1602731971.22
1400,1602732039.68
220,1602732493.36
13080,1602732845.97
580,1602733744.43
560,1602735961.92
640,1602736746.96
2660,1602737082.86
1320,1602737214.64
1320,1602737566.71
3000,1602737766.43
820,1602738352.52
2340,1602739036.69
1160,1602739880.08
2020,1602740035.99
260,1602740060.82
4800,1602740555.73
3920,1602740606.34
280,1602740800.9
300,1602741039.96
3200,1602741574.7
1780,1602742257.59
3300,1602742855.65
720,1602744687.2
960,1602745386.64
4980,1602745705.92
940,1602747355.65
80,1602747887.93
920,1602748464.14
420,1602748501.8
480,1602749280.07
1500,1602749458.55
2140,1602749460.28
1200,1602749689.56
5660,1602749826.07
220,1602750585.81
2000,1602753965.12
1360,1602754258.83
1620,1602755137.68
2840,1602757909.06
3720,1602758157.46
720,1602758356.81
220,1602758754.53
560,1602759028.16
2800,1602759056.84
820,1602759304.7
2500,1602759515.11
2360,1602761148.37
2140,1602761344.97
200,1602762087.57
340,1602762685.8
280,1602762805.98
1960,1602762853.6
380,1602763995.41
1960,1602764676.67
980,1602765657.53
2020,1602766201.66
1320,1602766352.79
440,1602766471.73
5060,1602766787.78
500,1602767913.82
540,1602768402.25
2780,1602770847.77
5360,1602770872.53
120,1602770970.08
3340,1602771218.65
480,1602771527.49
940,1602771720.2
10240,1602772158.8
1460,1602772564.65
2060,1602772597.55
2020,1602774881.12
2820,1602775012.19
3280,1602776350.13
2100,1602777250.36
2420,1602777358.16
640,1602778938.57
2460,1602779163.75
980,1602780938.42
600,1602781022.23
3140,1602781033.47
820,1602781592.38
2480,1602782038.03
6300,1602782121.19
1760,1602782962.96
700,1602784409.37
3240,1602785162.62
8380,1602788847.71
880,1602788919.79
660,1602788970.13
2180,1602789052.45
940,1602789477.38
1880,1602791903.81
540,1602792386.25
5520,1602792403.97
180,1602794781.94
520,1602795947.3
1460,1602796647.66
4540,1602797200.84
660,1602797483.02
160,1602798489.39
1200,1602801068.49
2900,1602801833.95
880,1602802093.92
5640,1602802530.4
2380,1602802723.06
2440,1602803018.5
700,1602803142.41
780,1602803416.53
1540,1602803451.5
4580,1602803494.92
1100,1602804000.48
580,1602804544.93
420,1602806488.06
5280,1602808498.92
2400,1602808840.95
340,1602809438.56
3280,1602809771.03
360,1602810106.97
1160,1602811689.86
380,1602811694.91
800,1602811845.68
440,1602812899.54
840,1602815065.08
820,1602815864.21
580,1602817178.51
300,1602817903.04
2100,1602817965.59
7900,1602818268.02
1080,1602818822.86
4500,1602819651.55
720,1602820816.97
5120,1602821256.1
2080,1602822444.47
720,1602822477.57
3320,1602822808.15
680,1602823987.16
100,1602825178.78
1320,1602826479.06
440,1602828120.55
660,1602828127.01
460,1602829284.58
300,1602831027.33
1660,1602832683.6
1200,1602833212.36
400,1602833611.18
2820,1602834284.56
1620,1602834565.92
2440,1602834938.38
840,1602836903.51
700,1602836999.31
440,1602837544.44
220,1602839161.73
3580,1602839422.05
3820,1602839604.77
80,1602840434.23
2160,1602841147.71
5680,1602841352.31
540,1602841426.92
180,1602841983.66
3000,1602842370.32
2160,1602842390.03
540,1602843554.28
3500,1602843607.52
600,1602843650.37
540,1602844243.93
3380,1602844436.96
4140,1602845764.04
900,1602846111.0
2440,1602846902.22
460,1602846983.96
8480,1602847021.93
2960,1602848024.3
100,1602848208.19
460,1602848720.75
3720,1602849493.58
600,1602850620.44
3820,1602850858.42
3000,1602851204.44
2660,1602851905.53
1220,1602852255.69
640,1602852934.26
1260,1602853734.71
4660,1602854269.7
7240,1602855936.76
6220,1602856293.25
1500,1602856365.64
1560,1602856812.78
400,1602857098.39
480,1602857256.35
1020,1602857404.22
6300,1602858216.5
400,1602858320.04
1200,1602858495.25
9380,1602858726.4
3560,1602860480.81
240,1602860627.16
2880,1602861117.76
1300,1602861644.36
680,1602862084.85
60,1602862911.08
1620,1602863210.21
920,1602863499.1
1940,1602863507.57
4820,1602864407.78
2600,1602865957.67
1240,1602865966.52
700,1602867465.64
980,1602868422.52
2400,1602868621.37
1640,1602869114.3
1720,1602870092.17
4020,1602871724.53
4720,1602872644.49
2340,1602873045.84
4520,1602873428.91
2940,1602873478.25
1720,1602873643.1
1380,1602873822.19
1140,1602874913.29
1040,1602875368.36
4760,1602876591.12
8640,1602877095.44
680,1602877114.55
3420,1602877224.51
720,1602878563.6
1200,1602878925.14
3400,1602879055.23
1200,1602879160.72
3620,1602879841.36
2100,1602881295.53
240,1602881454.43
6260,1602884357.15
1700,1602884946.6
3320,1602885450.94
80,1602885631.85
1080,1602887260.21
1320,1602890133.04
100,1602890548.56
5220,1602892268.85
2060,1602892703.31
7500,1602893552.47
240,1602895495.02
680,1602895505.02
2220,1602899145.13
880,1602900482.92
2300,1602903306.05
4480,1602903627.04
13120,1602904355.89
2420,1602904490.45
9140,1602905241.15
520,1602905874.27
1100,1602906224.05
3040,1602906557.97
540,1602909240.41
420,1602909279.05
1420,1602910070.17
920,1602912639.13
7580,1602913004.49
2520,1602913620.52
620,1602919253.75
140,1602920325.72
1400,1602920689.01
2400,1602921631.09
3260,1602922544.11
300,1602924461.43
1340,1602924578.07
3340,1602924807.15
2200,1602925227.98
440,1602925741.09
280,1602925965.59
1660,1602927346.5
3620,1602928158.6
540,1602929262.59
2200,1602930034.3
680,1602931008.41
2040,1602932504.45
2840,1602934361.64
300,1602935958.59
3200,1602936789.32
400,1602937427.45
260,1602938902.06
1080,1602939803.91
1480,1602939830.98
2440,1602939862.89
420,1602940392.45
1620,1602940499.82
2800,1602941441.14
820,1602942279.3
160,1602942373.94
440,1602942755.1
2200,1602943374.53
1460,1602943647.14
5680,1602946522.43
780,1602947226.85
580,1602947745.68
400,1602948214.91
700,1602948804.4
2340,1602949110.02
1460,1602949564.54
3160,1602949671.11
460,1602950409.81
280,1602950569.72
2800,1602953471.13
4760,1602953524.09
3540,1602955317.3
360,1602955372.66
480,1602955598.84
500,1602955969.46
7120,1602956405.95
2600,1602956787.0
1720,1602957129.23
1400,1602957399.73
760,1602957508.63
80,1602958451.12
4240,1602958716.37
1240,1602960613.97
1620,1602960862.12
500,1602961415.29
1800,1602961979.84
1700,1602962417.72
3820,1602962929.53
2460,1602963542.44
720,1602964555.06
3640,1602965204.69
1280,1602966029.71
3000,1602966101.78
160,1602966308.72
520,1602966572.33
2320,1602966882.68
2300,1602967684.38
620,1602967856.69
560,1602968538.25
4040,1602968643.2
60,1602969524.13
5220,1602969806.01
2100,1602970131.88
380,1602971341.11
2680,1602972336.96
1760,1602973479.87
8740,1602974223.59
4040,1602976489.94
260,1602976748.41
220,1602977891.66
5640,1602978008.24
620,1602979709.59
1620,1602979992.4
1520,1602980400.93
9900,1602980638.53
100,1602980874.57
4760,1602981974.52
4040,1602983240.91
620,1602983503.29
4020,1602983835.06
320,1602983955.59
1560,1602986023.47
5040,1602986667.4
100,1602987378.43
1360,1602987478.97
520,1602987638.6
2980,1602988767.29
320,1602989539.52
8420,1602990450.4
1300,1602993684.12
140,1602994825.58
3600,1602995190.02
6480,1602996461.83
3980,1602997342.43
1000,1602999082.53
6700,1602999572.6
6160,1602999779.44
400,1603000660.43
2180,1603002518.98
240,1603003439.64
880,1603005390.32
280,1603005917.13
1240,1603009148.32
880,1603009224.92
14320,1603010382.52
220,1603011861.66
460,1603012769.38
1680,1603015116.98
840,1603015388.48
2580,1603015538.0
1960,1603016059.59
740,1603016195.29
3400,1603016580.9
880,1603016647.39
3320,1603016844.62
2940,1603016902.04
1880,1603018152.85
3280,1603018252.67
1400,1603019783.05
1280,1603021528.89
4360,1603023055.04
8960,1603023106.34
1460,1603023359.55
1800,1603023400.05
440,1603023679.64
180,1603024876.99
740,1603025003.17
640,1603025229.3
840,1603025296.15
300,1603028210.98
6240,1603029251.21
620,1603030045.33
7360,1603030052.78
1060,1603031695.55
140,1603031930.91
2940,1603031955.32
140,1603032027.42
240,1603032438.78
3420,1603033464.39
900,1603035121.98
2400,1603036925.56
6780,1603037372.63
3120,1603037607.48
1680,1603039340.35
7660,1603040432.3
1820,1603040566.02
1120,1603040846.19
580,1603041704.29
1280,1603043070.04
2100,1603043533.41
1480,1603044177.43
1280,1603045441.39
440,1603045555.72
2540,1603046085.02
1500,1603046730.2
120,1603046786.12
1220,1603048929.76
4680,1603049078.28
2600,1603049221.99
60,1603049413.94
5000,1603051133.21
300,1603051238.94
11260,1603051789.8
1560,1603052419.42
11240,1603054551.51
100,1603057195.66
940,1603057561.44
360,1603058159.79
1140,1603058909.99
600,1603059481.7
2000,1603060355.94
40,1603060599.47
2400,1603060774.64
1580,1603061556.25
2140,1603062377.9
400,1603063255.15
100,1603063742.84
80,1603064647.46
1160,1603066302.36
2000,1603067586.9
1500,1603067675.91
880,1603068108.78
1780,1603068466.33
620,1603068682.3
3900,1603070765.32
1540,1603071817.59
880,1603071871.3
2100,1603072485.8
40,1603075192.4
8740,1603076373.63
3480,1603076482.78
3600,1603077094.97
1840,1603078548.86
1000,1603079645.21
3700,1603080161.67
1180,1603080509.46
80,1603081770.14
140,1603081998.44
18840,1603082653.73
2900,1603083147.1
1940,1603083413.32
400,1603084111.45
5740,1603084601.18
960,1603084784.94
2760,1603085629.96
140,1603086279.52
1440,1603086886.39
10080,1603087425.17
12480,1603087904.93
1220,1603088011.37
3740,1603088678.34
2520,1603090151.42
200,1603090955.48
140,1603091067.59
2220,1603095062.64
4080,1603095072.57
2200,1603096499.17
260,1603096941.59
820,1603097141.05
60,1603097226.18
1420,1603097304.64
800,1603097667.48
10720,1603098480.11
2020,1603098728.99
640,1603099916.04
2460,1603100006.52
540,1603100443.23
3660,1603100674.45
60,1603101119.47
1040,1603101219.28
120,1603102320.11
400,1603102633.07
1280,1603103570.57
960,1603104873.81
5300,1603106325.4
980,1603107831.89
400,1603108198.43
3720,1603108257.29
280,1603109292.11
2560,1603109660.19
920,1603111569.26
2020,1603112834.94
5440,1603113389.66
2560,1603114291.04
5780,1603116677.19
520,1603118051.97
120,1603119780.38
760,1603120071.3
1000,1603121408.53
2000,1603122256.32
2420,1603122630.47
1240,1603123489.07
580,1603123625.95
1240,1603124394.98
1160,1603126007.7
320,1603126504.85
520,1603126641.99
1280,1603128099.4
2220,1603128573.04
860,1603129279.03
1000,1603129650.83
15900,1603130192.21
460,1603131068.83
1340,1603131486.25
180,1603132624.06
360,1603132636.55
3060,1603133423.93
6000,1603133451.23
80,1603133621.36
3000,1603133768.01
2940,1603135020.94
5120,1603135223.17
900,1603136522.8
840,1603137346.14
340,1603139376.65
3160,1603139688.69
3740,1603140555.41
2700,1603140850.51
2040,1603140966.53
40,1603141659.15
3640,1603141685.94
660,1603142100.49
2040,1603142671.93
340,1603144658.95
2120,1603144992.29
3160,1603145623.58
320,1603145850.76
400,1603146410.41
840,1603146931.01
740,1603147371.48
4500,1603148036.22
1260,1603148077.81
2760,1603149783.41
13180,1603150190.96
1320,1603150651.04
6900,1603151408.92
3060,1603151674.43
480,1603152070.48
5660,1603154364.88
200,1603154557.46
5980,1603156229.7
3780,1603156554.47
3100,1603157707.77
180,1603157929.46
240,1603158763.96
760,1603158844.66
3380,1603159922.32
3360,1603160181.77
2080,1603161893.89
880,1603162526.07
720,1603163611.64
7500,1603163963.7
14800,1603163990.28
960,1603163990.28
2240,1603164290.78
1660,1603166329.61
2120,1603166490.29
260,1603166876.84
1620,1603166922.65
3660,1603169339.52
1940,1603170427.03
2680,1603170534.01
640,1603170891.28
10760,1603171846.21
80,1603173236.96
6140,1603173781.06
60,1603173789.76
3220,1603174706.82
580,1603176456.19
260,1603177386.11
1100,1603178426.66
1680,1603178473.2
1980,1603179354.0
940,1603179408.63
1920,1603180251.8
1540,1603181887.02
3820,1603182477.69
1200,1603183090.76
960,1603183737.88
900,1603184803.36
60,1603185663.67
7800,1603185716.16
220,1603185730.96
1140,1603186017.31
3520,1603186247.37
540,1603186944.76
3120,1603186995.62
400,1603187170.42
6540,1603187222.57
18380,1603187497.09
100,1603187731.16
160,1603188918.21
8340,1603189142.76
720,1603189832.52
700,1603190532.77
2440,1603190966.3
840,1603191144.08
200,1603191920.11
1720,1603194168.75
260,1603195600.35
1100,1603197174.81
7400,1603197500.17
2120,1603197612.08
280,1603198671.22
340,1603199090.68
1780,1603199605.91
420,1603199824.14
540,1603200265.4
3160,1603201492.66
3540,1603201956.97
160,1603202250.48
2060,1603202306.01
1880,1603202554.5
1560,1603203004.42
60,1603203755.48
1160,1603204719.43
5120,1603207278.85
1800,1603208543.39
1320,1603208733.31
460,1603212425.05
3160,1603212866.52
3060,1603213473.08
3580,1603213506.56
1420,1603213613.41
900,1603215052.21
4800,1603216579.88
3800,1603218005.8
5220,1603219452.91
860,1603221851.33
1700,1603222438.02
12400,1603222511.88
2720,1603222824.84
3220,1603222864.17
1600,1603223486.55
860,1603224116.41
1100,1603224294.44
2560,1603224617.1
480,1603225030.11
1300,1603225987.44
1140,1603226105.03
2620,1603226990.7
2240,1603227447.02
2220,1603229159.61
3300,1603229323.2
4400,1603230790.9
1700,1603231931.35
3600,1603234995.43
1080,1603236923.69
640,1603237825.72
460,1603242211.35
4000,1603242571.16
320,1603243213.56
7060,1603244116.44
340,1603244437.8
300,1603244478.17
120,1603244749.68
6660,1603245361.42
1120,1603245881.81
720,1603246190.12
1460,1603246391.38
3060,1603247605.16
5240,1603247704.04
1960,1603249719.27
1340,1603250785.24
1300,1603252883.55
1300,1603252929.43
960,1603253841.2
1320,1603254151.92
3700,1603254272.2
1220,1603254703.92
1220,1603256906.35
440,1603257994.9
5120,1603258130.6
1700,1603258160.75
5040,1603258296.51
2980,1603258497.32
80,1603258592.08
880,1603258851.11
2000,1603259309.26
2000,1603259328.6
1840,1603261300.44
6540,1603264454.71
2920,1603265676.46
3600,1603266041.12
120,1603266700.94
3940,1603266793.51
10340,1603267195.69
3100,1603267464.45
2100,1603268945.69
8120,1603269269.95
140,1603269369.86
1100,1603270037.5
2680,1603270468.81
2200,1603271650.92
4520,1603273538.25
160,1603274210.58
2860,1603274949.71
4140,1603276252.54
480,1603277341.76
380,1603278740.07
3660,1603279862.59
1960,1603280858.23
1980,1603281357.46
3720,1603282176.43
1580,1603282353.64
480,1603284540.48
1020,1603285785.18
8520,1603287095.53
720,1603287938.87
540,1603288047.55
460,1603288219.42
1680,1603289679.48
1860,1603290117.37
4460,1603290140.77
2340,1603291487.05
2100,1603292579.49
3920,1603293300.58
1120,1603293401.24
360,1603293871.97
160,1603294148.61
1480,1603294215.99
420,1603294733.43
120,1603294918.93
5960,1603295220.76
2180,1603295303.16
1860,1603295935.09
700,1603297690.03
2740,1603298322.77
3820,1603299079.53
60,1603299571.31
2480,1603301642.2
120,1603301961.4
3020,1603302755.08
8760,1603303379.84
2920,1603304237.3
1720,1603305918.78
5500,1603307534.53
2660,1603308640.66
3000,1603309011.76
9560,1603309182.66
600,1603309926.71
1180,1603310304.88
3000,1603311430.58
3480,1603312021.7
2460,1603312732.08
2900,1603313672.68
5000,1603313731.09
880,1603314731.32
360,1603315909.12
5120,1603315949.17
220,1603318798.86
3420,1603320103.5
1800,1603320997.7
340,1603321344.02
180,1603322047.59
100,1603322734.2
1940,1603323989.18
1840,1603324038.22
2400,1603325211.33
960,1603329131.76
2880,1603330181.66
3040,1603331124.89
2100,1603331212.94
2360,1603332557.19
13800,1603333076.58
4960,1603336240.36
2140,1603338342.07
1400,1603338413.37
140,1603341275.46
3440,1603341430.18
1460,1603342892.04
3820,1603343216.79
1440,1603343976.03
380,1603343992.37
200,1603344075.05
15140,1603345850.65
880,1603346199.14
2420,1603346714.34
8660,1603348188.79
2680,1603348387.6
1700,1603348670.71
2500,1603348856.65
1220,1603349186.73
3040,1603350784.36
80,1603351828.62
4300,1603352775.81
440,1603353694.2
840,1603355816.42
360,1603356424.91
1760,1603358528.34
160,1603359978.71
1000,1603360717.14
5020,1603360883.88
2820,1603363335.75
420,1603363497.81
3200,1603365470.85
240,1603366355.55
3760,1603367840.45
120,1603367882.76
1100,1603368562.65
680,1603368753.82
2040,1603370031.23
680,1603371108.72
540,1603371283.57
2040,1603371702.71
360,1603371801.15
2060,1603371913.28
5560,1603373059.93
280,1603374466.23
540,1603375465.81
5400,1603376608.85
1040,1603377012.03
120,1603378016.94
600,1603378221.88
1140,1603379107.46
460,1603379376.47
800,1603381032.42
2060,1603382548.39
1940,1603383641.41
880,1603384545.83
1980,1603385530.08
7500,1603385793.9
4320,1603385875.66
3040,1603387881.36
2040,1603390102.99
3900,1603391148.94
4500,1603391301.98
5560,1603392433.12
3960,1603392656.88
4760,1603393051.51
1600,1603393427.91
360,1603393751.81
2440,1603394819.25
7480,1603394889.57
4420,1603395001.18
40,1603395077.49
920,1603395357.49
300,1603395588.72
