Lifetime,Time
500,1600660863.3
6200,1600661131.83
460,1600661530.24
760,1600661549.56
2660,1600662471.7
3080,1600662752.07
3080,1600663655.12
5080,1600664639.49
340,1600664853.0
5880,1600665674.78
1220,1600667349.6
1440,1600668608.88
1380,1600669164.47
5180,1600670152.64
1220,1600670957.37
840,1600671436.37
620,1600672917.31
1860,1600673010.77
2000,1600673284.7
1160,1600673304.04
3680,1600673314.13
6780,1600674361.05
360,1600675109.12
19160,1600675272.2
5880,1600675805.89
120,1600676809.52
2460,1600676815.28
1780,1600677819.24
1660,1600677913.92
740,1600678641.45
460,1600679296.63
2620,1600679969.06
620,1600680168.77
760,1600680524.29
1540,1600681986.66
1100,1600685429.15
140,1600685625.24
2140,1600686317.48
60,1600687268.55
680,1600688230.01
60,1600690133.01
5020,1600692806.18
1080,1600692976.71
2240,1600693842.45
3020,1600694217.59
1240,1600695314.77
2240,1600695335.74
5880,1600695383.31
1860,1600695750.83
160,1600695795.01
1180,1600696328.32
1100,1600696584.3
460,1600696746.56
1120,1600698667.91
240,1600700088.61
1700,1600700283.31
720,1600700690.52
1900,1600701907.12
1300,1600703070.92
220,1600703456.16
180,1600704695.06
1160,1600705001.03
420,1600705244.75
5940,1600707235.83
1720,1600708067.47
2640,1600710584.56
840,1600711237.16
3860,1600711751.91
3340,1600712799.22
2860,1600712907.15
640,1600713438.65
60,1600713915.12
4420,1600714328.15
1620,1600714746.39
880,1600714883.01
5780,1600716966.32
760,1600717796.95
280,1600717983.91
4600,1600718155.5
220,1600718217.19
1720,1600719087.5
5180,1600720347.97
140,1600720397.23
880,1600720486.78
280,1600720586.81
3100,1600720712.24
900,1600720975.37
2500,1600721429.37
2340,1600721899.32
3120,1600722227.17
2480,1600722363.28
1500,1600722891.02
2180,1600724626.94
160,1600725096.3
9440,1600726884.92
300,1600727775.54
40,1600728254.57
920,1600728365.14
960,1600728683.8
860,1600728723.05
2980,1600728820.35
300,1600730731.28
1380,1600731289.21
100,1600732364.15
260,1600733296.03
1280,1600735491.65
480,1600735708.79
600,1600736095.76
1340,1600736160.04
12580,1600736423.22
220,1600736838.32
1020,1600737401.68
5040,1600737852.62
1700,1600739096.24
960,1600740737.54
280,1600740857.43
5040,1600741629.64
4100,1600742304.49
360,1600742663.12
40,1600743468.95
1340,1600743475.99
6540,1600743760.26
220,1600743890.82
1220,1600744659.77
1720,1600746297.93
620,1600749086.18
280,1600750155.29
1300,1600750883.59
220,1600751035.85
780,1600751134.95
1360,1600752080.14
2240,1600752522.02
7340,1600753154.11
2480,1600754937.29
10120,1600755146.55
400,1600756242.52
300,1600756990.85
720,1600758083.38
1280,1600760404.04
4660,1600761419.35
80,1600762187.02
12920,1600762504.67
260,1600763079.9
600,1600763574.68
1100,1600764710.37
5960,1600766033.41
1400,1600766426.36
280,1600767120.7
3000,1600767721.42
4640,1600768231.99
180,1600771872.29
180,1600772442.49
2240,1600773457.34
8180,1600773554.39
2300,1600774096.65
880,1600774194.28
2100,1600774778.32
13400,1600776054.9
4220,1600776473.6
1080,1600776665.11
3380,1600778998.13
2920,1600779452.74
360,1600781440.63
180,1600782651.46
6180,1600783439.25
440,1600785125.03
360,1600785992.92
2020,1600786681.08
2660,1600787808.81
1000,1600788633.25
280,1600789682.91
2360,1600790388.3
840,1600791076.25
2400,1600792372.97
6340,1600792536.58
1760,1600795008.75
1500,1600795113.29
2440,1600796514.92
1040,1600796858.8
640,1600797834.22
4060,1600799255.29
1320,1600800615.26
1160,1600800796.03
260,1600802871.74
740,1600802904.58
340,1600804447.05
1660,1600805728.12
2540,1600806104.31
920,1600806113.75
4200,1600806588.8
2540,1600806839.19
1500,1600807761.73
40,1600807827.36
1640,1600807872.49
2440,1600809878.82
280,1600811222.96
320,1600811994.32
820,1600813434.47
5460,1600813511.01
5580,1600813954.92
440,1600814845.18
8420,1600815100.29
3300,1600816116.58
3020,1600816452.64
60,1600817206.73
480,1600821290.06
1280,1600822196.86
4520,1600823219.03
120,1600826699.67
160,1600827645.41
400,1600829752.91
40,1600830205.86
10180,1600832382.13
220,1600832741.65
2000,1600832766.02
3140,1600833164.53
100,1600833294.34
1420,1600833411.11
880,1600833478.8
3160,1600833520.43
140,1600833585.47
300,1600834309.34
6820,1600834567.38
280,1600837175.53
5020,1600837613.66
920,1600837746.82
1240,1600839375.35
4520,1600841730.34
4480,1600842400.87
3540,1600842699.47
3280,1600843178.83
740,1600846157.04
760,1600846612.22
6880,1600849960.57
2420,1600850225.52
1480,1600851595.24
3320,1600851738.5
2760,1600853055.58
2460,1600853386.37
3620,1600854026.05
400,1600855567.56
320,1600855654.37
760,1600856204.38
880,1600856395.85
2100,1600856470.56
2680,1600857031.98
3100,1600857242.55
580,1600857950.06
8980,1600858110.74
2400,1600858884.89
4680,1600859167.81
1040,1600860241.84
6240,1600860818.31
7180,1600861249.55
3880,1600861709.04
1240,1600862287.56
200,1600862995.97
2600,1600863421.27
2160,1600863834.75
160,1600864049.14
4640,1600864177.89
3980,1600864224.45
3720,1600864504.39
700,1600866175.83
520,1600866863.1
2860,1600867646.46
1480,1600868657.53
940,1600870339.17
2040,1600872047.13
1120,1600872157.62
1200,1600872584.59
1260,1600872663.25
940,1600873394.34
2180,1600873613.72
2420,1600873907.97
2320,1600874676.06
1080,1600874845.16
2140,1600875305.34
3680,1600876225.72
120,1600877635.94
2240,1600878145.49
3340,1600879034.31
760,1600881061.37
7520,1600881288.42
240,1600881798.24
1000,1600882166.45
460,1600882201.05
4340,1600882437.51
6880,1600882588.21
460,1600883790.14
1260,1600883891.36
3180,1600883935.53
560,1600884617.15
1240,1600884731.7
2900,1600885864.44
2100,1600885887.41
1380,1600885909.24
800,1600886310.05
3400,1600886441.12
2060,1600888219.21
540,1600889041.42
200,1600890039.28
800,1600890371.74
2120,1600891683.65
1800,1600893283.99
500,1600893304.6
940,1600893639.77
620,1600893936.21
5200,1600895101.85
1340,1600896507.39
200,1600896518.19
520,1600897014.33
800,1600897435.37
3160,1600897676.18
1320,1600899150.82
2880,1600899444.29
1180,1600899493.41
1600,1600900547.58
120,1600901005.38
840,1600902580.41
1100,1600903043.75
1980,1600903472.33
380,1600903701.78
1640,1600904398.32
3080,1600904608.3
4600,1600905589.78
2380,1600905799.71
1220,1600905848.35
2880,1600906074.65
620,1600908335.83
2920,1600908357.33
1580,1600909615.53
580,1600909639.81
2100,1600909885.44
500,1600910331.54
4160,1600910401.72
3660,1600910926.19
580,1600912887.96
1520,1600914383.42
1540,1600915379.91
5360,1600915522.16
1100,1600915547.05
2380,1600915918.49
2060,1600916212.1
1780,1600918851.29
140,1600918877.61
1540,1600918905.38
5820,1600919270.66
160,1600920229.9
360,1600921389.56
2600,1600922634.68
100,1600922965.2
3300,1600923595.14
1280,1600924687.67
900,1600926098.2
80,1600927200.64
12700,1600928498.04
2680,1600928703.15
2680,1600928873.81
780,1600930259.01
4140,1600930448.58
1540,1600931268.72
3640,1600932265.71
580,1600933107.09
280,1600933585.81
600,1600933917.19
560,1600934185.12
2900,1600934649.95
1100,1600937313.26
1720,1600937857.95
980,1600938346.02
1320,1600938664.39
640,1600938876.47
1800,1600939040.58
160,1600939411.36
2500,1600940419.33
5380,1600940542.12
1500,1600941401.39
880,1600942095.83
2460,1600942166.77
200,1600946058.29
11360,1600946442.67
4060,1600946741.97
5100,1600948919.68
1960,1600949190.34
4880,1600949481.87
1300,1600949494.17
1100,1600950010.0
1780,1600951191.98
940,1600953320.98
380,1600954482.43
1360,1600954523.62
100,1600954572.69
2820,1600954612.37
1080,1600954922.47
3680,1600955234.98
2260,1600955346.8
3280,1600955593.91
2740,1600955836.17
560,1600955885.49
960,1600956438.34
200,1600957184.14
300,1600957409.17
1680,1600958429.65
1200,1600958463.46
3240,1600958827.64
2260,1600959803.44
1240,1600959923.62
360,1600960832.15
420,1600961304.95
440,1600961543.27
2380,1600961819.15
440,1600963234.25
2280,1600963533.66
4540,1600965565.37
2480,1600965862.02
1240,1600966550.93
2440,1600967587.1
3240,1600967685.89
5720,1600969359.9
1860,1600969484.2
840,1600969862.16
240,1600970866.28
2700,1600970911.67
160,1600970928.27
4140,1600971800.2
440,1600972121.18
820,1600972313.31
6480,1600972506.33
1100,1600977549.31
3920,1600978162.96
2620,1600979619.56
2140,1600979861.84
1880,1600980212.92
1260,1600981700.04
1580,1600983498.31
1500,1600984404.79
4000,1600985208.24
1560,1600986136.99
2360,1600987397.35
840,1600989268.79
160,1600989634.54
920,1600990757.73
280,1600992810.76
2980,1600993692.03
1860,1600993889.07
600,1600994140.81
1800,1600994293.25
3520,1600994778.28
280,1600995570.88
220,1600996064.76
340,1600996206.25
4220,1600996380.54
4560,1601000210.23
5780,1601000242.78
620,1601001119.21
2680,1601002006.8
3800,1601007279.35
3140,1601008231.23
2480,1601008527.03
920,1601008700.77
620,1601008747.7
7100,1601008793.99
180,1601008989.51
480,1601010399.59
2500,1601010686.45
80,1601010836.29
8020,1601011453.62
3680,1601013944.4
640,1601014332.36
1920,1601014544.27
680,1601015048.5
6420,1601015070.04
5320,1601015616.24
1300,1601015743.31
3120,1601016377.91
2140,1601016934.15
1740,1601017091.93
2540,1601017382.66
200,1601019033.61
1360,1601020745.91
4440,1601022251.33
3180,1601022421.08
800,1601022493.73
1380,1601022807.67
2520,1601025557.38
300,1601028525.96
480,1601029089.03
80,1601030596.83
1000,1601031183.02
2620,1601031258.13
9540,1601031866.85
680,1601031899.8
1520,1601035032.83
160,1601035890.55
6240,1601036621.77
1120,1601037531.95
1760,1601037639.08
3160,1601038290.9
740,1601038823.59
1820,1601039495.25
900,1601042097.11
1660,1601046481.98
100,1601046505.83
1480,1601046696.37
1220,1601047051.64
3140,1601047401.74
1760,1601048319.4
140,1601049125.62
420,1601049467.84
3540,1601049636.31
2720,1601049968.16
1960,1601050300.2
180,1601051412.25
920,1601051922.28
2720,1601052606.1
2340,1601053199.24
1420,1601053663.03
2060,1601055289.18
520,1601055487.37
580,1601056088.99
2600,1601057904.78
1800,1601058615.13
600,1601058923.92
2840,1601059958.71
3740,1601060237.88
3840,1601060550.52
1200,1601062273.37
4160,1601062835.61
460,1601062906.79
560,1601063331.37
4880,1601063438.39
1340,1601063628.61
3720,1601065233.0
1760,1601065727.83
980,1601066879.96
1300,1601067906.6
1360,1601069419.28
1540,1601069891.6
5300,1601070390.32
1520,1601070849.04
3440,1601071635.46
1680,1601071923.1
3620,1601071967.49
1560,1601074752.07
680,1601075724.64
2480,1601076840.35
440,1601077085.19
3040,1601077286.29
4740,1601079332.39
1340,1601079479.83
1340,1601079714.53
520,1601079846.45
1840,1601080207.51
660,1601080947.21
1780,1601081863.65
400,1601082443.55
3600,1601084947.54
60,1601084961.81
2820,1601085494.1
2120,1601086077.56
5640,1601086164.95
1360,1601086232.93
380,1601086303.63
680,1601087239.44
6860,1601087505.91
2460,1601087845.59
2500,1601088261.57
4020,1601088702.04
1180,1601088745.26
3700,1601089216.48
1100,1601089377.64
2400,1601092409.02
1440,1601092956.89
2500,1601093663.3
760,1601093975.94
220,1601094548.45
1640,1601094836.83
1360,1601094839.26
5500,1601095768.94
4000,1601096721.98
700,1601097474.89
2160,1601102771.25
700,1601103068.3
8360,1601103911.38
1820,1601104198.69
220,1601105491.87
320,1601105621.69
1700,1601106178.25
820,1601107649.79
5300,1601108656.13
3420,1601109033.56
1240,1601109215.04
3320,1601110944.02
2380,1601111299.54
1180,1601112707.18
2160,1601112884.51
340,1601114070.88
1600,1601114543.27
300,1601114555.32
100,1601115224.29
1500,1601115282.58
1660,1601115369.48
900,1601115477.97
5820,1601116265.97
80,1601116706.25
1200,1601119173.13
1080,1601119217.01
4200,1601120033.71
400,1601120435.8
4200,1601120714.93
2760,1601122429.33
840,1601122572.8
240,1601125446.42
1620,1601126397.42
420,1601126659.81
1740,1601127593.66
1140,1601127775.7
860,1601130215.1
1820,1601130341.42
1980,1601131467.41
3620,1601131792.66
1280,1601132031.92
2000,1601135466.29
2760,1601135685.41
4380,1601136124.51
1260,1601137073.92
1540,1601137394.83
340,1601139351.37
1580,1601140801.82
860,1601141626.31
120,1601143087.65
2620,1601145812.37
860,1601146814.87
1520,1601147132.13
2960,1601147553.87
180,1601148679.38
440,1601149621.97
140,1601149799.41
60,1601151051.26
1400,1601152495.24
2060,1601152547.49
2280,1601153757.46
7360,1601154622.91
680,1601154754.56
1260,1601154958.99
220,1601155653.16
19640,1601156456.5
6240,1601158109.47
1220,1601159236.24
2520,1601159679.92
5240,1601160383.29
1800,1601161480.28
140,1601161688.32
11120,1601161710.4
3220,1601163266.24
3820,1601163666.74
1140,1601163807.01
420,1601166429.33
1740,1601166909.08
2320,1601167489.54
3300,1601169108.73
880,1601169988.06
940,1601171569.06
4100,1601172402.29
1060,1601173761.78
1340,1601174027.21
2900,1601176434.68
420,1601176796.33
1720,1601176918.94
2080,1601177171.44
2360,1601177525.42
3300,1601177858.42
4060,1601178921.12
100,1601178979.66
1200,1601178992.09
3200,1601179340.74
2080,1601179442.72
1480,1601179841.6
120,1601179923.38
60,1601180100.5
660,1601180971.79
280,1601180975.78
1580,1601181033.12
960,1601182551.99
920,1601183153.09
220,1601183219.35
240,1601183532.64
120,1601183584.64
1840,1601183957.1
660,1601184285.85
480,1601185114.45
3020,1601185713.14
580,1601186423.23
4180,1601187187.76
7840,1601187959.99
100,1601188092.2
4620,1601188896.03
800,1601189088.38
540,1601191097.11
1300,1601192068.08
180,1601192522.98
2080,1601192989.23
1720,1601193190.43
2600,1601193591.78
700,1601193783.95
3340,1601194186.81
1240,1601195009.68
1740,1601197042.99
4880,1601197070.87
5820,1601197513.94
200,1601199827.51
340,1601199854.51
2960,1601200644.55
860,1601201559.11
1220,1601201892.72
1940,1601203004.13
4380,1601203798.3
1040,1601204253.95
3000,1601204857.21
7840,1601205075.93
2460,1601205316.04
1020,1601205440.53
1400,1601206247.24
220,1601206691.39
4540,1601208123.02
4400,1601209119.18
1840,1601209897.18
860,1601210444.74
6200,1601210892.69
240,1601211050.73
1740,1601211589.27
5340,1601211886.43
6320,1601212006.94
2660,1601212367.59
680,1601213091.51
1480,1601213672.6
360,1601215112.71
2700,1601215281.02
1880,1601215349.7
4760,1601215486.05
1400,1601216468.11
460,1601217037.69
9480,1601217417.99
1760,1601218909.8
1160,1601219122.39
560,1601219394.44
200,1601219991.84
5120,1601220307.65
920,1601221975.89
880,1601222663.06
4820,1601223477.53
660,1601224168.82
1000,1601224237.31
1120,1601224639.46
880,1601226889.39
1180,1601227034.59
3920,1601227052.1
480,1601227091.23
1000,1601227391.87
200,1601227533.47
220,1601228315.02
220,1601228595.82
3960,1601229900.89
740,1601230381.82
240,1601230468.83
9280,1601232527.67
740,1601232772.85
1480,1601233869.19
1380,1601234256.79
3420,1601234441.74
1400,1601234581.46
100,1601235769.45
60,1601236111.16
3380,1601236646.68
2180,1601236895.4
4500,1601237152.65
3940,1601237258.28
2960,1601237560.92
480,1601237834.62
4200,1601238444.46
1200,1601238905.54
1780,1601240673.07
220,1601241916.64
3820,1601243173.0
1360,1601243186.07
400,1601243641.88
2660,1601243867.41
2880,1601244727.21
3240,1601246462.64
2520,1601247161.07
7300,1601247226.45
940,1601248870.38
4400,1601249598.51
960,1601250104.71
5780,1601250620.47
2620,1601250636.11
2340,1601252521.82
1980,1601252758.19
3780,1601253816.43
620,1601254120.51
6400,1601255357.94
5980,1601256932.1
2620,1601257184.74
4000,1601257652.71
3060,1601259609.8
1500,1601259790.6
5300,1601260281.15
4100,1601260650.66
620,1601260910.5
260,1601261225.35
280,1601261290.22
8700,1601261510.23
2380,1601262562.37
1040,1601262601.03
800,1601263519.93
1840,1601264304.36
3360,1601265010.27
960,1601266386.07
660,1601267093.36
2040,1601268043.57
580,1601268798.79
240,1601269294.51
780,1601270599.48
1120,1601271346.72
220,1601271373.02
2620,1601273646.4
1940,1601273818.24
60,1601274782.63
600,1601275634.41
1460,1601276798.18
1760,1601276932.02
900,1601277847.99
2160,1601278465.46
9900,1601278695.73
1660,1601279925.19
1960,1601280388.67
3120,1601280741.85
1240,1601281151.93
60,1601281236.03
240,1601281827.71
260,1601283675.64
4180,1601285054.91
6300,1601288831.8
2680,1601290003.66
1720,1601291263.34
2060,1601291511.55
1820,1601292709.74
3220,1601293213.12
1460,1601294172.19
1180,1601295481.34
1860,1601295749.87
1280,1601295938.41
1660,1601296912.01
980,1601298037.26
2480,1601298919.02
2560,1601299617.02
80,1601300493.69
2920,1601300663.4
1360,1601301296.75
500,1601302548.19
1720,1601302910.45
220,1601303157.37
820,1601303274.02
740,1601304208.78
1520,1601306148.34
1000,1601306583.66
2920,1601306795.56
1180,1601307176.37
300,1601308757.98
240,1601309496.25
1620,1601310489.37
3280,1601312438.5
200,1601313352.81
140,1601314242.0
3940,1601314485.36
1900,1601314547.61
3480,1601314752.35
1840,1601315342.26
2440,1601315631.31
3300,1601315878.76
120,1601316267.49
2320,1601318339.25
720,1601318613.28
1300,1601319272.07
1060,1601322105.09
1700,1601322185.31
2780,1601322371.28
900,1601322900.6
8800,1601323207.74
5460,1601323605.14
3680,1601325099.39
2100,1601326622.5
8820,1601327038.6
180,1601327159.41
4300,1601328714.03
3260,1601329733.34
4640,1601330428.84
4160,1601330428.84
280,1601330635.52
3920,1601332839.08
6580,1601332938.67
2240,1601333185.32
4140,1601333213.12
120,1601334847.1
800,1601335838.43
3740,1601337066.66
440,1601337226.33
3440,1601338715.12
460,1601339760.22
720,1601340054.83
1480,1601340657.01
5020,1601341760.99
6400,1601342338.82
1020,1601343081.36
340,1601343159.7
8400,1601343648.46
9040,1601344399.1
640,1601345656.39
4080,1601347106.79
2540,1601347594.16
4060,1601347714.8
140,1601349162.99
680,1601349639.35
1660,1601349698.82
5160,1601350724.36
1800,1601352562.43
2560,1601353543.35
900,1601353662.7
900,1601353858.23
360,1601354886.61
1780,1601355109.6
3960,1601356191.24
2360,1601356419.16
240,1601357187.22
3420,1601358344.27
1760,1601361833.02
1400,1601363676.87
1280,1601363894.85
1220,1601365563.16
1320,1601366990.51
5200,1601367151.79
2580,1601367358.63
620,1601369588.98
500,1601369895.0
240,1601371115.1
2560,1601372616.67
3760,1601372994.51
1820,1601375148.7
2120,1601375653.47
1700,1601375730.26
4620,1601376091.45
7460,1601376848.32
2160,1601377489.25
360,1601379274.7
3160,1601380212.36
4160,1601380780.52
13200,1601382516.34
5220,1601383003.61
5120,1601383308.21
1200,1601384836.73
1900,1601386115.06
2200,1601386694.55
820,1601386968.54
960,1601387323.61
3540,1601387476.71
1080,1601387579.87
4180,1601388151.02
3640,1601388355.07
1100,1601389273.8
3480,1601389518.99
3320,1601389875.28
1380,1601391935.84
560,1601392666.55
4000,1601392817.14
540,1601393474.81
7520,1601395216.45
760,1601395913.21
2540,1601396728.5
2840,1601398034.73
1200,1601398090.28
320,1601399574.34
60,1601399598.14
120,1601400348.63
2280,1601400648.47
3860,1601401264.92
1920,1601401509.85
760,1601404669.75
780,1601405579.62
1700,1601405992.04
5600,1601407004.18
540,1601407796.83
400,1601408068.03
440,1601411332.83
1960,1601412887.33
1420,1601412955.71
4100,1601413946.99
460,1601414094.7
2380,1601414363.23
2400,1601416841.71
6700,1601417068.45
1060,1601417537.73
1700,1601418988.84
1080,1601419404.47
1340,1601419433.32
3520,1601420159.1
100,1601421460.87
3560,1601423955.4
1560,1601425067.14
2820,1601425076.65
280,1601426065.33
4400,1601426455.29
2660,1601428555.68
1120,1601428777.64
5580,1601430103.13
440,1601431162.23
1620,1601431491.55
5580,1601431569.08
2440,1601431678.24
2940,1601432475.4
620,1601433466.43
2300,1601433571.25
1080,1601434665.98
3180,1601434858.86
120,1601436645.36
1600,1601440060.6
1240,1601442547.22
340,1601443138.65
7060,1601443210.77
1020,1601444840.33
2060,1601445682.72
180,1601447481.61
460,1601448139.58
3560,1601448667.01
1600,1601450770.15
720,1601450992.89
180,1601451643.24
40,1601451688.52
2420,1601452246.85
600,1601452398.7
2780,1601452562.45
2060,1601453347.33
1220,1601453694.94
1120,1601454356.18
5760,1601454902.31
3120,1601455669.79
5080,1601456366.44
680,1601456587.77
1480,1601457457.24
840,1601458469.29
3720,1601460640.26
1780,1601461409.63
2920,1601462294.2
2860,1601462959.39
1740,1601463026.36
940,1601463601.73
460,1601464106.88
480,1601464495.48
320,1601465053.51
2880,1601465111.87
280,1601465268.43
5280,1601465555.32
1560,1601466502.65
3060,1601466751.04
2820,1601466837.91
780,1601467694.94
320,1601468150.52
3420,1601468231.01
1120,1601469399.7
5420,1601469466.18
3380,1601469605.22
4280,1601470334.26
440,1601471953.7
8000,1601472049.34
3420,1601472090.5
4160,1601472363.79
140,1601472558.43
1180,1601472645.73
80,1601474239.94
4980,1601476034.77
2740,1601476150.36
2780,1601476288.02
520,1601476493.23
4660,1601476544.74
1920,1601477737.26
1900,1601478101.09
640,1601478378.54
680,1601478516.61
920,1601479808.33
480,1601482041.12
880,1601482796.8
4760,1601483027.17
1340,1601483598.61
4860,1601483905.63
980,1601484217.42
3240,1601485300.87
180,1601486372.45
5600,1601486872.63
8860,1601487096.99
3860,1601488191.83
1240,1601489041.79
7440,1601489670.16
2500,1601490108.76
1740,1601491731.35
60,1601492318.6
1780,1601493268.89
4440,1601495264.05
840,1601495596.48
80,1601496012.7
2420,1601496912.76
500,1601497844.53
380,1601497902.35
200,1601498035.15
260,1601499499.27
3640,1601499504.26
1100,1601499900.61
4740,1601500938.65
3360,1601501189.46
2600,1601501325.19
1420,1601501984.93
2340,1601502410.11
1300,1601502692.54
2500,1601505365.13
960,1601505423.7
2600,1601505909.02
300,1601506422.95
1060,1601506901.09
2880,1601507476.69
1440,1601508051.05
340,1601508822.79
1800,1601509411.33
3200,1601510966.57
300,1601512011.72
900,1601512056.67
2700,1601512615.56
4360,1601514409.72
1260,1601516462.95
1660,1601516943.49
4520,1601517958.05
320,1601520995.85
1000,1601521289.7
3160,1601521918.24
2840,1601522658.83
280,1601523778.82
1380,1601524084.03
720,1601525066.45
1820,1601525986.05
60,1601526514.94
1080,1601526973.66
380,1601526993.22
960,1601527359.37
60,1601527771.97
1600,1601530013.53
1380,1601531793.16
440,1601532141.28
2300,1601532804.83
2060,1601532847.48
240,1601534163.41
520,1601534828.97
500,1601535209.48
260,1601536329.33
2780,1601536863.32
1800,1601537029.16
14020,1601537456.09
2240,1601538079.53
640,1601541186.51
1060,1601541302.2
1260,1601542323.33
10660,1601542606.76
2140,1601542686.87
600,1601542871.62
980,1601543925.59
480,1601544608.36
2840,1601544634.82
1940,1601544690.11
1880,1601545416.85
1200,1601545899.34
1560,1601546616.91
1740,1601547999.6
220,1601550415.49
6660,1601550541.85
1560,1601550573.99
700,1601551153.66
1340,1601551929.25
2340,1601551966.25
260,1601552198.36
360,1601552853.94
8240,1601554701.76
940,1601557249.83
1220,1601558441.94
3760,1601558814.13
200,1601559327.52
720,1601560179.21
300,1601560620.05
2640,1601561784.46
2060,1601565250.35
1500,1601566302.85
1460,1601568661.21
2760,1601568724.44
1400,1601569107.65
1020,1601569431.13
240,1601571284.95
660,1601571550.11
2120,1601572414.9
340,1601574722.16
1760,1601575343.51
500,1601576026.58
3000,1601576542.23
3580,1601576655.79
320,1601578998.15
220,1601579342.88
180,1601581873.81
1900,1601582929.41
4000,1601582938.97
240,1601583410.15
660,1601584564.89
900,1601585034.93
60,1601585281.85
460,1601587696.37
160,1601589811.84
2080,1601590494.45
60,1601590586.18
80,1601590654.99
740,1601590740.4
2220,1601592519.7
280,1601594235.34
2240,1601595016.8
560,1601595607.49
1000,1601596258.41
1360,1601596466.76
1320,1601596758.61
80,1601598806.5
1160,1601598897.13
1340,1601601979.16
9040,1601602126.85
9660,1601602788.54
480,1601603070.59
2740,1601604318.41
4580,1601604725.0
80,1601605083.87
6020,1601606445.8
2080,1601607175.16
4080,1601607395.0
1520,1601608162.06
2300,1601609367.1
2600,1601610806.28
1480,1601611832.54
6880,1601612434.24
60,1601612601.7
1680,1601612720.22
2940,1601612820.02
3920,1601613647.33
3260,1601613778.82
6060,1601614265.2
3140,1601615191.87
6720,1601615366.78
460,1601616276.55
920,1601616774.85
5480,1601617628.32
1520,1601618148.79
240,1601618417.63
4120,1601619168.71
720,1601619437.56
720,1601619468.32
420,1601620244.56
1040,1601621350.28
3280,1601622776.4
5840,1601622872.03
2960,1601623057.82
360,1601623078.77
9400,1601623246.49
560,1601624051.89
1440,1601625152.11
1440,1601629737.52
1340,1601629765.59
1960,1601630091.59
10700,1601630237.62
4660,1601631771.22
440,1601631799.35
2940,1601632395.13
380,1601632760.47
1600,1601633470.96
2260,1601634178.71
2560,1601634286.45
520,1601634493.64
6300,1601634920.39
940,1601637323.63
1180,1601637861.46
8080,1601639121.42
1280,1601639160.39
680,1601640759.93
900,1601641045.35
1360,1601641442.5
360,1601641936.12
100,1601642015.73
2960,1601642442.75
420,1601643449.77
4380,1601643760.98
1740,1601644295.94
120,1601646122.51
2740,1601646127.26
160,1601646804.65
1700,1601648859.78
1300,1601649011.48
2900,1601649834.61
560,1601651388.43
2780,1601651421.69
560,1601652133.39
2200,1601652590.91
1600,1601652720.55
400,1601654395.35
6400,1601654671.0
80,1601655434.22
200,1601655921.56
2200,1601656090.06
780,1601657555.15
320,1601658822.02
2780,1601658890.27
40,1601659411.29
1560,1601659441.8
1100,1601662733.73
1400,1601662859.91
1820,1601662965.17
140,1601665205.54
480,1601665621.85
2480,1601665798.01
6880,1601666633.3
1620,1601666953.13
1660,1601668365.51
920,1601670796.84
11120,1601671093.32
260,1601671695.7
1800,1601671936.89
1020,1601672798.87
400,1601673542.0
2540,1601675138.02
360,1601678523.02
480,1601678834.22
1080,1601678883.47
440,1601679946.26
280,1601680438.72
2360,1601680483.63
5300,1601680625.0
140,1601683079.89
5100,1601683734.8
380,1601683913.3
80,1601683954.64
3800,1601684052.64
2480,1601684366.4
140,1601684588.5
1760,1601685284.07
440,1601685380.6
2140,1601686959.92
17820,1601686978.63
3940,1601689317.55
1000,1601690061.86
180,1601690548.11
7280,1601690770.83
3580,1601690946.03
5260,1601691643.01
4440,1601692532.82
3380,1601692938.68
620,1601694867.36
1360,1601694946.19
400,1601696032.61
540,1601696698.59
2160,1601697641.8
480,1601698250.93
1580,1601698330.36
2680,1601699148.55
120,1601699209.0
780,1601701385.05
2960,1601701596.48
1520,1601702392.02
1560,1601702481.41
200,1601703647.82
3000,1601703658.41
1460,1601703958.45
680,1601704666.95
1420,1601705317.48
2020,1601706408.98
4520,1601706591.64
2000,1601707988.58
800,1601708571.88
280,1601709097.97
1060,1601710362.1
1420,1601711105.37
3180,1601712147.64
3720,1601712635.78
2340,1601712843.89
1220,1601713537.89
5700,1601714320.45
4240,1601714679.93
800,1601716057.96
460,1601716257.83
3000,1601717748.03
1180,1601717868.71
160,1601717913.83
1100,1601718372.43
1700,1601720149.43
800,1601720637.63
1380,1601720896.16
1220,1601722190.81
260,1601722368.8
6780,1601722428.83
4120,1601722588.65
2620,1601722644.72
3360,1601722695.86
740,1601723264.25
240,1601723457.45
40,1601723590.74
920,1601723822.15
2240,1601724018.16
6180,1601725094.49
440,1601726076.49
3860,1601727618.6
140,1601727653.17
2780,1601728110.85
1160,1601728690.82
2640,1601728730.35
860,1601728904.36
5980,1601730945.94
3940,1601731486.44
120,1601732029.68
220,1601732872.09
620,1601733125.26
1220,1601733130.97
1600,1601733311.07
200,1601733869.16
1500,1601734004.78
800,1601734514.95
460,1601735267.91
820,1601735296.65
860,1601736014.13
260,1601736233.4
760,1601736359.66
760,1601738930.02
220,1601739111.88
900,1601739126.2
260,1601740069.55
420,1601740521.89
720,1601740783.25
3000,1601740969.12
1640,1601741784.49
240,1601742352.67
1360,1601742732.65
600,1601742980.9
120,1601743175.23
1240,1601743210.77
540,1601745065.62
2300,1601745080.06
